SpecimenID,Family,Order,Genus,Species,SpeciesCode,j_fg,Site,Region,TL,SL,FL,wt,length.cm.,a..cm.,b..cm.,calc_wt,gh,gw,dissected_by,stomach_contents,prey_size,coll_notes,dis_notes,ga,gh_ratio,gw_ratio,ga_ratio,observer_id
KIF12_009,Acanthuridae,Perciformes,Acanthurus,nigricans,AC.NIGR,HE/DE,30,HP.HF,152.9,128.7,146,93.2,NA,NA,NA,NA,10.2,7.5,AB,,NA,,,60.0829595,0.079254079,0.058275058,0.00362739,2
KIF12_010,Acanthuridae,Perciformes,Acanthurus,nigricans,AC.NIGR,HE/DE,30,HP.HF,149.6,117.6,141,79.8,NA,NA,NA,NA,9.2,6.6,SC,,NA,,,47.68937648,0.078231293,0.056122449,0.003448316,19
KIF12_103,Acanthuridae,Perciformes,Acanthurus,nigricans,AC.NIGR,HE/DE,3,LP.MF,150.3,123.9,NA,91,NA,NA,NA,NA,9.5,8.8,LW,tiny stomach,NA,,,65.65928646,0.076674738,0.07102502,0.004277141,12
KIF12_117,Acanthuridae,Perciformes,Acanthurus,nigricans,AC.NIGR,HE/DE,2,LP.MF,180,100,117,44,NA,NA,NA,NA,7.3,6,RT,typical AC blech,NA,,,34.40043956,0.073,0.06,0.003440044,14
KIF12_136,Acanthuridae,Perciformes,Acanthurus,nigricans,AC.NIGR,HE/DE,25,LP.MF,179,142.8,168,134,NA,NA,NA,NA,11.4,9.6,LW,yellow goop,NA,,,85.953975,0.079831933,0.067226891,0.004215116,12
KIF12_137,Acanthuridae,Perciformes,Acanthurus,nigricans,AC.NIGR,HE/DE,25,LP.MF,162.9,123.4,149.7,98.6,NA,NA,NA,NA,12.6,11.5,AB,green goop,NA,,,113.8041939,0.102106969,0.093192869,0.007473567,2
KIF12_138,Acanthuridae,Perciformes,Acanthurus,nigricans,AC.NIGR,HE/DE,25,LP.MF,156,125.2,149.1,100.5,NA,NA,NA,NA,10.4,7.7,AB,green goop,NA,,,62.89468492,0.083067093,0.061501597,0.00401241,2
KIF12_152,Acanthuridae,Perciformes,Acanthurus,nigricans,AC.NIGR,HE/DE,6,HP.LF,101.2,78.5,96.2,25.1,NA,NA,NA,NA,8.2,7,AB,,NA,,,45.08185458,0.104458599,0.089171975,0.007315811,2
KIF12_153,Acanthuridae,Perciformes,Acanthurus,nigricans,AC.NIGR,HE/DE,6,HP.LF,153.1,120.5,143.3,90.1,NA,NA,NA,NA,8.7,8.5,AB,reddish goop,NA,,,58.08019418,0.07219917,0.070539419,0.003999945,2
KIF12_154,Acanthuridae,Perciformes,Acanthurus,nigricans,AC.NIGR,HE/DE,6,HP.LF,162,127.3,151.9,102,NA,NA,NA,NA,11.8,8,LW,yellow brown goop,NA,one broken otolith,one broken otolith,74.14158662,0.092694423,0.062843676,0.004575147,12
KIF12_169,Acanthuridae,Perciformes,Acanthurus,nigricans,AC.NIGR,HE/DE,40,HP.MF,155.8,122.2,146.6,93,NA,NA,NA,NA,8.2,9,LW,,,,,57.96238446,0.06710311,0.073649755,0.003881538,12
KIF12_269,Acanthuridae,Perciformes,Acanthurus,nigricans,AC.NIGR,HE/DE,8,HP.LF,129,97.6,122.3,49.9,NA,NA,NA,NA,8,8.5,LW,brown goop & red fibres (algae?),,,,53.40707511,0.081967213,0.087090164,0.005606595,12
KIF12_141,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,40,HP.MF,302,236,260,205,NA,NA,NA,NA,50.2,56.4,LW,cruatacean remains: shrimp,NA,,,2223.682112,0.212711864,0.238983051,0.039925347,12
KIF12_176,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,30,HP.HF,298,215,255,260,NA,NA,NA,NA,58.7,51,LW,crustacean remains,,,,2351.246482,0.273023256,0.237209302,0.050865257,12
KIF12_177,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,30,HP.HF,255,202,221,200,NA,NA,NA,NA,44.1,49.8,AB,empty gut,,,,1724.875738,0.218316832,0.246534653,0.042272222,2
KIF12_187,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,19,LP.LF,281,215,231,275,NA,NA,NA,NA,44.5,47,RT,crab larvae,,,,1642.660259,0.206976744,0.218604651,0.035536187,14
KIF12_191,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,19,LP.LF,322,249,272,420,NA,NA,NA,NA,59.1,54.4,AB,crab larvae,,,,2525.086511,0.237349398,0.218473896,0.040726545,2
KIF12_192,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,19,LP.LF,271,209,226,210,NA,NA,NA,NA,42.4,43.5,RT,crab larvae,,,,1448.588373,0.202870813,0.208133971,0.033162894,14
KIF12_203,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,30,HP.HF,251,193,221,210,NA,NA,NA,NA,44.9,52.2,AB,small crustacean bits, eyes (shrimp?),,,1840.800507,0.232642487,0.270466321,0.04941879,2
KIF12_219,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,6,HP.LF,353,271,300,480,NA,NA,NA,NA,59.5,61,SC,pink snot,,,,2850.602634,0.219557196,0.225092251,0.038814867,19
KIF12_220,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,6,HP.LF,360,283,304,525,NA,NA,NA,NA,62.3,67,LW,2 shrimp:19,28mm. 1 fish (60.5)-baby parrot,,,3278.330474,0.220141343,0.236749117,0.040933592,12
KIF12_221,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,6,HP.LF,336,268,298,400,NA,NA,NA,NA,57,53.1,AB,fish & crab bits,,,,2377.164621,0.212686567,0.198134328,0.033097079,2
KIF12_222,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,6,HP.LF,340,252,282,410,NA,NA,NA,NA,57.3,59.2,SC,1 fish: 53cm, 1 shrimp: 32mm),,,2664.196234,0.227380952,0.234920635,0.041953203,19
KIF12_223,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,6,HP.LF,286,218,242,250,NA,NA,NA,NA,47.8,50.7,SC,pink/yellow snot,,otoliths crushed: pieces retaine,otoliths crushed: pieces retaine,1903.381033,0.219266055,0.232568807,0.040050943,19
KIF12_224,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,6,HP.LF,364,258,306,460,NA,NA,NA,NA,61.7,57.2,AB,crab larvae (7mm), 4x31mm shrimp, crab bits, crab bits,2771.858614,0.239147287,0.221705426,0.041642008,2
KIF12_225,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,6,HP.LF,358,270,298,480,NA,NA,NA,NA,60.5,63.5,SC,2 manits shrimp, crustacean bits,,,3017.303394,0.224074074,0.235185185,0.041389621,19
KIF12_226,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,6,HP.LF,344,262,287,360,NA,NA,NA,NA,58.8,61.2,SC, 2 shrimp, small fish(62mm),,,2826.302415,0.224427481,0.233587786,0.041173335,19
KIF12_237,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,8,HP.LF,354,279,300,410,NA,NA,NA,NA,51.1,55.3,RT,crab larvae & shrimp,,,,2219.401692,0.183154122,0.198207885,0.028511988,14
KIF12_238,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,8,HP.LF,372,284,314,500,NA,NA,NA,NA,61.5,63.3,SC,crab larvae & fish remains,,,,3057.51578,0.216549296,0.222887324,0.037908101,19
KIF12_239,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,8,HP.LF,402,304,342,640,NA,NA,NA,NA,60.3,62.4,SC,ps.cooperii(73mm), crab larave,,,2955.233377,0.198355263,0.205263158,0.031977508,19
KIF12_240,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,8,HP.LF,380,320,294,510,NA,NA,NA,NA,54.4,60.4,RT,crab larvae,,,,2580.629869,0.17,0.18875,0.025201464,14
KIF12_251,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,15,LP.LF,310,230,253,300,NA,NA,NA,NA,53,54.3,SC,crustacean larvae - see photo,,,,2260.297374,0.230434783,0.236086957,0.042727739,19
KIF12_253,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,15,LP.LF,290,215,240,220,NA,NA,NA,NA,51,51.9,SC,small crustaceans,,,,2078.870399,0.237209302,0.241395349,0.044972859,19
KIF12_254,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,15,LP.LF,271,218,242,230,NA,NA,NA,NA,50,49.3,AB,7mm crab larvae, shrimp,,,1936.006473,0.229357798,0.226146789,0.040737448,2
KIF12_283,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,3,LP.MF,258,203,227,200,NA,NA,NA,NA,47.3,48.6,AB,few crustacean remains,,crushed otoliths,crushed otoliths,1805.45759,0.233004926,0.239408867,0.043812216,2
KIF12_287,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,24,LP.MF,362,270,297,440,NA,NA,NA,NA,55,58.3,RT,shit ton of crab larvae - see photo,,,,2518.379211,0.203703704,0.215925926,0.034545668,14
KIF12_288,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,24,LP.MF,360,280,302,410,NA,NA,NA,NA,62.4,63,SC,crab larvae - see photo,,,,3087.55726,0.222857143,0.225,0.039382108,19
KIF12_289,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,24,LP.MF,349,261,290,410,NA,NA,NA,NA,62.4,63,LW,29 crab larvae,,,,3087.55726,0.23908046,0.24137931,0.045324603,12
KIF12_290,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,24,LP.MF,362,278,308,330,NA,NA,NA,NA,60.6,62.4,AB,crustaceans, crab larvae (~3), (10-11)shrimp, (10-11)shrimp,2969.936031,0.217985612,0.224460432,0.03842886,2
KIF12_292,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,3,LP.MF,272,213,231,230,NA,NA,NA,NA,42.4,45.3,RT,crab larvae,,,,1508.52996,0.199061033,0.212676056,0.033250236,14
KIF12_293,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,3,LP.MF,259,203,228,200,NA,NA,NA,NA,48.5,52.1,AB,crustacean remains,,,,1984.583349,0.238916256,0.256650246,0.048158979,2
KIF12_295,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,3,LP.MF,290.2,226,248,240,NA,NA,NA,NA,44.5,45.9,RT,crab larvae,,,,1604.215019,0.196902655,0.203097345,0.031408392,14
KIF12_296,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,3,LP.MF,332,253,296,385,NA,NA,NA,NA,62.2,62.9,LW,gut shot,,,,3072.776067,0.245849802,0.248616601,0.048005375,12
KIF12_307,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,38,LP.MF,255,196,223,200,NA,NA,NA,NA,50.5,50.9,AB,crustacean remains,,,,2018.826709,0.257653061,0.259693878,0.052551716,2
KIF12_308,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,38,LP.MF,264,208,231,220,NA,NA,NA,NA,51.4,51.1,AB,bunch of shrimp & crab larvae,,,,2062.879692,0.247115385,0.245673077,0.047681206,2
KIF12_316,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,15,LP.LF,285,214.1,230.3,230,NA,NA,NA,NA,48.8,50,SC,2 crabs,,1 otolith in pieces,1 otolith in pieces,1916.371519,0.227930873,0.233535731,0.041806747,19
KIF12_370,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,15,LP.LF,273,204,230,270,NA,NA,NA,NA,52.2,54.4,AB,invert mush,,,,2230.279457,0.255882353,0.266666667,0.053591875,2
KIF12_371,Lutjanidae,Perciformes,Aphareus,furca,AP.FURC,Pi,15,LP.LF,289,226,255,250,NA,NA,NA,NA,52,56,LW,crustacean remains,,,,2287.079452,0.230088496,0.247787611,0.044777967,12
KIF11_307,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.BART,ZP,40,HP.MF,33.7,24,30.7,0.3,NA,NA,NA,NA,5.2,2.7,,,,,,11.02699021,0.216666667,0.1125,0.01914408,1
KIF11_308,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.BART,ZP,40,HP.MF,67,55.9,65.7,4.6,NA,NA,NA,NA,12,6.5,,,,,,61.26105675,0.214669052,0.11627907,0.01960473,1
KIF11_384,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.BART,ZP,40,HP.MF,71.4,56.6,63.4,4.2,NA,NA,NA,NA,7.5,5.4,AO/KP,small crustaceans <1mm,,,,31.80862562,0.132508834,0.09540636,0.009929149,5
KIF11_481,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.BART,ZP,40,HP.MF,69.5,51.6,57.4,3.7,NA,NA,NA,NA,6.6,5.2,AO/KP,empty,,1 otolith broken,1 otolith broken,26.95486497,0.127906977,0.100775194,0.010123665,5
KIF11_647,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.BART,ZP,10,LP.LF,64,49,52.9,3.4,NA,NA,NA,NA,5.4,5.6,RT/AO,whole stomach retained,,,,23.75044046,0.110204082,0.114285714,0.009891895,15
KIF11_648,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.BART,ZP,10,LP.LF,38.2,28.3,32,0.8,NA,NA,NA,NA,4,3.5,RT/AO,whole stomach retained,,,,10.99557429,0.141342756,0.123674912,0.013729194,15
KIF11_1075,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.BART,ZP,30,HP.HF,NA,51.8,58.1,4,NA,NA,NA,NA,4.6,4.3,AO/KP,whole stomach retained,,tail broken,tail broken,15.53517567,0.088803089,0.083011583,0.005789708,5
KIF11_1076,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.BART,ZP,30,HP.HF,57.5,43,46.1,2.1,NA,NA,NA,NA,4.8,3.9,AO/KP,no gut taken,,,,14.70265362,0.111627907,0.090697674,0.007951679,5
PSEDIS001,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.DISP,ZP,3,LP.MF,69.12,52.04,57.31,4.4,NA,NA,NA,NA,8.14,7.8,rowan.angeleen,NA,NA,NA,NA,49.86650019,0.15641814,0.149884704,0.018413414,25
PSEDIS002,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.DISP,ZP,3,LP.MF,74.95,51.43,60.42,4.2,NA,NA,NA,NA,8.89,7.43,rowan.angeleen,NA,NA,NA,NA,51.87766927,0.17285631,0.144468209,0.019613153,25
PSEDIS003,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.DISP,ZP,3,LP.MF,70.94,54.75,60.16,4.8,NA,NA,NA,NA,9.15,8.22,rowan.angeleen,NA,NA,NA,NA,59.07215206,0.167123288,0.150136986,0.019706729,25
PSEDIS004,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.DISP,ZP,3,LP.MF,57.44,41.68,46.36,2.3,NA,NA,NA,NA,7.85,6.19,rowan.angeleen,NA,NA,NA,NA,38.16367486,0.188339731,0.148512476,0.021968215,25
PSEDIS005,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.DISP,ZP,34,HP.LF,73.68,53.02,60.14,4.8,NA,NA,NA,NA,8.68,7.6,rowan.angeleen,NA,NA,NA,NA,51.81114604,0.163711807,0.143342135,0.018430782,25
PSEDIS006,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.DISP,ZP,34,HP.LF,75.71,57.29,62.61,5.2,NA,NA,NA,NA,8.41,7.38,rowan.angeleen,NA,NA,NA,NA,48.74636533,0.146796998,0.128818293,0.014851988,25
PSEDIS007,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.DISP,ZP,34,HP.LF,74.22,55.83,61.15,5,NA,NA,NA,NA,9.22,8.22,rowan.angeleen,NA,NA,NA,NA,59.52407017,0.165144188,0.147232671,0.019096658,25
PSEDIS008,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.DISP,ZP,34,HP.LF,57.92,43.7,48.79,2.7,NA,NA,NA,NA,7.7,6.05,rowan.angeleen,NA,NA,NA,NA,36.58777344,0.176201373,0.138443936,0.019159012,25
PSEDIS010,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.DISP,ZP,31,HP.HF,72.62,55.49,63.37,4.9,NA,NA,NA,NA,8.84,7.97,rowan.angeleen,NA,NA,NA,NA,55.33507052,0.159307983,0.143629483,0.017970949,25
PSEDIS011,Serranidae,Perciformes,Pseudanthias,bartlettorum,PS.DISP,ZP,31,HP.HF,49.79,38.9,45.01,1.6,NA,NA,NA,NA,4.92,4.09,rowan.angeleen,NA,NA,NA,NA,15.80441016,0.126478149,0.105141388,0.010444294,25
CHRVAN001,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,3,LP.MF,38.81,30.19,33.47,1.1,NA,NA,NA,NA,3.46,2.51,rowan.angeleen,NA,NA,NA,NA,6.82086889,0.114607486,0.083140113,0.00748365,25
KIF11_552,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,40,HP.MF,44.9,34.7,41,1.4,NA,NA,NA,NA,3.9,2.7,RT/Adrian?,digesting crustaceans,,"*, whole (drided)","*, whole (drided)",8.270242661,0.112391931,0.077809798,0.006868459,17
KIF11_553,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,40,HP.MF,48,37.2,43,1.9,NA,NA,NA,NA,4.1,3.5,RT/Adrian?,crustaceans,,"*, whole","*, whole",11.27046364,0.110215054,0.094086022,0.00814434,17
KIF11_557,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,40,HP.MF,26.8,20.5,23.4,0.2,NA,NA,NA,NA,3.2,3.2,RT/Adrian?,crustacean remains,,"*, whole","*, whole",8.042477193,0.156097561,0.156097561,0.019137364,17
KIF11_582,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,40,HP.MF,45.8,39,42.8,1.7,NA,NA,NA,NA,3.7,3.4,RT/Adrian,tail broken,,,,9.880308896,0.094871795,0.087179487,0.00649593,16
KIF11_584,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,40,HP.MF,47.5,40.8,45.5,2.1,NA,NA,NA,NA,4,3.2,RT/Adrian,tail broken,,,,10.05309649,0.098039216,0.078431373,0.006039202,16
KIF11_585,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,40,HP.MF,38.4,34.8,37.2,1.5,NA,NA,NA,NA,3.6,3.4,RT/Adrian,tail broken,,,,9.61327352,0.103448276,0.097701149,0.007938031,16
KIF11_586,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,40,HP.MF,37.4,34.1,36.1,1.3,NA,NA,NA,NA,3.8,3.4,RT/Adrian,tail broken,,,,10.14734427,0.11143695,0.099706745,0.008726571,16
KIF11_587,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,40,HP.MF,46.6,38.3,42.7,1.8,NA,NA,NA,NA,3.7,3.3,RT/Adrian,tail broken,,,,9.589711575,0.096605744,0.08616188,0.006537444,16
KIF11_589,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,40,HP.MF,33.1,27.9,31.2,0.7,NA,NA,NA,NA,3.1,2.7,RT/Adrian,tail broken,,,,6.573782628,0.111111111,0.096774194,0.008445142,16
KIF11_590,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,40,HP.MF,33.5,28.1,31.3,0.6,NA,NA,NA,NA,3.4,2.9,RT/Adrian,,,,,7.744025891,0.120996441,0.103202847,0.009807406,16
KIF11_591,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,40,HP.MF,40.3,34.8,38.8,1.5,NA,NA,NA,NA,3.2,2.7,RT/Adrian,tail broken,,,,6.785840132,0.091954023,0.077586207,0.005603316,16
KIF11_592,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,40,HP.MF,41.2,33.9,37.9,1.4,NA,NA,NA,NA,3.4,3.2,RT/Adrian,,,,,8.545132018,0.100294985,0.09439528,0.007435658,16
KIF11_595,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,2,LP.MF,46.1,41.6,NA,1.8,NA,NA,NA,NA,3.4,2.1,RT/AO,whole stomach retained,,"tail broken, From between sites 2 and 24","tail broken, From between sites 2 and 24",5.607742887,0.081730769,0.050480769,0.003240421,15
KIF11_596,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,2,LP.MF,45.9,34.3,39.5,1.7,NA,NA,NA,NA,4.2,2.7,RT/AO,whole stomach retained,,From between sites 2 and 24,From between sites 2 and 24,8.906415173,0.12244898,0.078717201,0.007570328,15
KIF11_597,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,2,LP.MF,47.4,37.4,40.7,1.8,NA,NA,NA,NA,3.7,3.4,RT/AO,whole stomach retained,,From between sites 2 and 24,From between sites 2 and 24,9.880308896,0.098930481,0.090909091,0.00706362,15
KIF11_598,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,2,LP.MF,NA,35.3,41.2,1.5,NA,NA,NA,NA,3.4,2.2,RT/AO,whole stomach retained,,"tail broken, From between sites 2 and 24","tail broken, From between sites 2 and 24",5.874778262,0.09631728,0.062322946,0.00471457,15
KIF11_599,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,2,LP.MF,NA,42.3,NA,1.7,NA,NA,NA,NA,3.6,2.7,RT/AO,whole stomach retained,,"tail broken, From between sites 2 and 24","tail broken, From between sites 2 and 24",7.634070148,0.085106383,0.063829787,0.004266536,15
KIF11_600,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,2,LP.MF,NA,37,NA,1.9,NA,NA,NA,NA,3.5,3,RT/AO,"gut shot, no sample taken",,"tail broken, From between sites 2 and 24","tail broken, From between sites 2 and 24",8.246680716,0.094594595,0.081081081,0.006023872,15
KIF11_601,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,2,LP.MF,NA,31.3,NA,1.2,NA,NA,NA,NA,3.9,2.7,RT/AO,whole stomach retained,,"tail broken, From between sites 2 and 24","tail broken, From between sites 2 and 24",8.270242661,0.124600639,0.086261981,0.008441693,15
KIF11_602,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,2,LP.MF,NA,26.9,30.1,0.6,NA,NA,NA,NA,2.3,1.7,RT/AO,whole stomach retained,,"tail broken, From between sites 2 and 24","tail broken, From between sites 2 and 24",3.070906819,0.085501859,0.063197026,0.00424387,15
KIF11_603,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,2,LP.MF,28.8,22.1,25.2,0.4,NA,NA,NA,NA,2.3,1,RT/AO,whole stomach retained,,From between sites 2 and 24,From between sites 2 and 24,1.806415776,0.104072398,0.045248869,0.003698564,15
KIF11_605,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,38,LP.MF,NA,35.2,41.1,1.4,NA,NA,NA,NA,3.2,2.9,RT/AO,whole stomach retained,,tail broken,tail broken,7.288494956,0.090909091,0.082386364,0.005882373,15
KIF11_606,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,38,LP.MF,NA,34.5,NA,1.5,NA,NA,NA,NA,3.4,3.1,RT/AO,"gut shot, no sample taken",,,,8.278096642,0.098550725,0.089855072,0.006954923,15
KIF11_607,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,38,LP.MF,NA,36.3,NA,1.8,NA,NA,NA,NA,3.4,2.3,RT/AO,whole stomach retained,,tail broken,tail broken,6.141813638,0.093663912,0.063360882,0.004661046,15
KIF11_608,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,38,LP.MF,NA,34.3,40.5,1.7,NA,NA,NA,NA,3.2,2,RT/AO,whole stomach retained,,tail broken,tail broken,5.026548246,0.093294461,0.058309038,0.004272496,15
KIF11_609,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,38,LP.MF,NA,24.7,NA,0.4,NA,NA,NA,NA,2.1,1.3,RT/AO,"gut shot, no sample taken",,tail broken,tail broken,2.144136986,0.085020243,0.052631579,0.00351446,15
KIF11_610,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,38,LP.MF,NA,24.1,NA,0.6,NA,NA,NA,NA,2,1.5,RT/AO,whole stomach retained,,tail broken,tail broken,2.35619449,0.082987552,0.062240664,0.004056739,15
KIF11_612,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,15,LP.LF,51.2,37.3,43.2,2.2,NA,NA,NA,NA,3.9,2.3,RT/AO,whole stomach retained,,,,7.045021526,0.104557641,0.061662198,0.005063661,15
KIF11_613,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,15,LP.LF,NA,34.9,NA,1.5,NA,NA,NA,NA,3.1,2.2,RT/AO,whole stomach retained,,tail broken,tail broken,5.356415474,0.088825215,0.063037249,0.004397678,15
KIF11_614,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,15,LP.LF,NA,40.7,46.6,2.2,NA,NA,NA,NA,3.5,3.2,RT/AO,whole stomach retained,,tail broken,tail broken,8.79645943,0.085995086,0.078624079,0.0053103,15
KIF11_615,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,15,LP.LF,49.9,37.5,45,2.1,NA,NA,NA,NA,3.1,2.8,RT/AO,whole stomach retained,,,,6.817256058,0.082666667,0.074666667,0.004847827,15
KIF11_616,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,15,LP.LF,49.6,37.1,44.3,2,NA,NA,NA,NA,3.3,2.1,RT/AO,whole stomach retained,,,,5.442809272,0.088948787,0.056603774,0.003954352,15
KIF11_617,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,15,LP.LF,41.8,31.1,37.7,1.3,NA,NA,NA,NA,2.6,1.7,RT/AO,whole stomach retained,,,,3.471459882,0.083601286,0.054662379,0.003589148,15
KIF11_618,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,15,LP.LF,NA,22.2,20.5,0.3,NA,NA,NA,NA,1.8,1,RT/AO,whole stomach retained,,tail broken,tail broken,1.413716694,0.081081081,0.045045045,0.00286851,15
KIF11_619,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,15,LP.LF,NA,22,NA,0.4,NA,NA,NA,NA,1.5,0.9,RT/AO,whole stomach retained,,tail broken,tail broken,1.060287521,0.068181818,0.040909091,0.002190677,15
KIF11_621,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,15,LP.LF,NA,21.2,NA,0.3,NA,NA,NA,NA,1.9,1,RT/AO,whole stomach retained,,tail broken,tail broken,1.49225651,0.089622642,0.047169811,0.003320257,15
KIF11_623,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,30,HP.HF,NA,35,NA,1.6,NA,NA,NA,NA,2.5,1.7,RT/AO,whole stomach retained,,tail broken,tail broken,3.337942194,0.071428571,0.048571429,0.002724851,15
KIF11_624,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,30,HP.HF,NA,37.5,41.8,1.7,NA,NA,NA,NA,3.1,2.9,RT/AO,whole stomach retained,,tail broken,tail broken,7.060729489,0.082666667,0.077333333,0.005020963,15
KIF11_625,Pomacentridae,Perciformes,Chromis,vanderbilti,CH.VAND,ZP,30,HP.HF,NA,27.7,30.2,0.8,NA,NA,NA,NA,3.9,2.2,RT/AO,whole stomach retained,,tail broken,tail broken,6.738716242,0.140794224,0.079422383,0.008782489,15
