pk_SpecimenID,SpeciesCode,GuildCode,SpecimenID,SampleID,Treatment,SiteName,Fishing,gh,gw,TLMM,SLMM,FLMM,wt,SizeClass,Notes,notes,TypeCode
1684,CH.SORD,He,KIF11_413,KIF11_413_2,Non-Acidified,24,LP.MF,31.2,23.3,255,211,255,393.4,256 - 512 g,,,Fish
1669,CH.SORD,He,KIF11_398,KIF11_398_1,Non-Acidified,38,LP.MF,38.7,24.3,252,210,,390.3,256 - 512 g,,,Fish
1589,CH.SORD,He,KIF11_222,KIF11_222_1,Non-Acidified,15,LP.LF,28.2,19.1,251,210,,325.2,256 - 512 g,,,Fish
1541,CH.SORD,He,KIF11_174,KIF11_174_1,Non-Acidified,15,LP.LF,21.3,19.6,251,209,,357.4,256 - 512 g,sat out 24 hours before dissection,,Fish
1541,CH.SORD,He,KIF11_174,KIF11_174_1,Non-Acidified,15,LP.LF,21.3,19.6,251,209,,357.4,256 - 512 g,sat out 24 hours before dissection,,Fish
1754,CH.SORD,He,KIF11_291,KIF11_291_1,Non-Acidified,10,LP.LF,28.2,16.8,250,208,,312,256 - 512 g,,,Fish
1736,CH.SORD,He,KIF11_465,KIF11_465_1,Non-Acidified,9,HP.MF,29,18.8,250,205,246,330.4,256 - 512 g,,,Fish
1627,CH.SORD,He,KIF11_260,KIF11_260_1,Non-Acidified,40,HP.MF,30,20.1,244,204,,311.4,256 - 512 g,,,Fish
1617,CH.SORD,He,KIF11_250,KIF11_250_1,Non-Acidified,15,LP.LF,28.8,21,244,203,236,341,256 - 512 g,,,Fish
1498,CH.SORD,He,KIF11_131,KIF11_131_1,Non-Acidified,3,LP.MF,31.2,22.1,249,203,245,317.7,256 - 512 g,,,Fish
2345,CH.SORD,He,KIF12_051,KIF12_051_1,Non-Acidified,8,HP.LF,60,70.5,239.6,200,,280,256 - 512 g,,,Fish
2467,CH.SORD,He,KIF12_173,KIF12_173_1,Non-Acidified,40,HP.MF,23.4,19.3,232,200,,255,128 - 256 g,,,Fish
2404,CH.SORD,He,KIF12_110,KIF12_110_1,Non-Acidified,3,LP.MF,27.3,17,242,197,,260,256 - 512 g,,,Fish
1753,CH.SORD,He,KIF11_290,KIF11_290_1,Non-Acidified,10,LP.LF,26.2,18.6,237,196,,282,256 - 512 g,,,Fish
2488,CH.SORD,He,KIF12_194,KIF12_194_1,Non-Acidified,19,LP.LF,29.5,20,240,195,,240,128 - 256 g,,,Fish
1685,CH.SORD,He,KIF11_414,KIF11_414_1,Non-Acidified,24,LP.MF,28.6,20,234,195,230,236.6,128 - 256 g,gutshot,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
2550,CH.SORD,He,KIF12_256,KIF12_256_1,Non-Acidified,15,LP.LF,17.7,14.6,217,194,,210,128 - 256 g,fragmented otoliths,,Fish
2362,CH.SORD,He,KIF12_068,KIF12_068_1,Non-Acidified,25,LP.MF,21,18.2,225,188,,163,128 - 256 g,,,Fish
1718,CH.SORD,He,KIF11_447,KIF11_447_1,Non-Acidified,30,HP.HF,24,12.5,223,186,,239.8,128 - 256 g,,,Fish
1543,CH.SORD,He,KIF11_176,KIF11_176_1,Non-Acidified,15,LP.LF,22.4,17.6,221,185,,244.2,128 - 256 g,sat out 24 hours before dissection,,Fish
1751,CH.SORD,He,KIF11_480,KIF11_480_1,Non-Acidified,10,LP.LF,25,16,222,185,,228.1,128 - 256 g,,,Fish
2549,CH.SORD,He,KIF12_255,KIF12_255_1,Non-Acidified,15,LP.LF,26.5,15.8,224,184,,200,128 - 256 g,,,Fish
1593,CH.SORD,He,KIF11_226,KIF11_226_1,Non-Acidified,10,LP.LF,26.3,18,230,183,,234,128 - 256 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1593,CH.SORD,He,KIF11_226,KIF11_226_2,Non-Acidified,10,LP.LF,26.3,18,230,183,,234,128 - 256 g,,,Fish
1720,CH.SORD,He,KIF11_449,KIF11_449_1,Non-Acidified,30,HP.HF,24.6,12,218,181,,221.1,128 - 256 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1720,CH.SORD,He,KIF11_449,KIF11_449_2,Non-Acidified,30,HP.HF,24.6,12,218,181,,221.1,128 - 256 g,,,Fish
2644,CH.SORD,He,KIF12_350,KIF12_350_1,Non-Acidified,25,LP.MF,20.7,14.4,208,181,,173.1,128 - 256 g,,,Fish
1457,CH.SORD,He,KIF11_090,KIF11_090_1,Non-Acidified,25,LP.MF,19.1,14.8,209,168,,209.4,128 - 256 g,,,Fish
1624,CH.SORD,He,KIF11_257,KIF11_257_1,Non-Acidified,40,HP.MF,23.5,17,200,165,,190.7,128 - 256 g,,,Fish
2403,CH.SORD,He,KIF12_109,KIF12_109_1,Non-Acidified,3,LP.MF,23,15.5,208,165,,171,128 - 256 g,,,Fish
1731,CH.SORD,He,KIF11_460,KIF11_460_1,Non-Acidified,9,HP.MF,21.6,9.7,191,158,,136.6,128 - 256 g,,,Fish
1462,CH.SORD,He,KIF11_095,KIF11_095_1,Non-Acidified,35,HP.LF,16.6,11.7,181,146,,116,64 - 128 g,,,Fish
1462,CH.SORD,He,KIF11_095,KIF11_095_1,Non-Acidified,35,HP.LF,16.6,11.7,181,146,,116,64 - 128 g,,,Fish
2646,CH.SORD,He,KIF12_352,KIF12_352_1,Non-Acidified,25,LP.MF,22.4,18.7,170.2,143.1,,99.8,64 - 128 g,,,Fish
2645,CH.SORD,He,KIF12_351,KIF12_351_1,Non-Acidified,25,LP.MF,19.2,11.9,163,137.7,,80.5,64 - 128 g,,,Fish
1408,CH.SORD,He,KIF11_041,KIF11_041_1,Non-Acidified,8,HP.LF,12.7,9,145,117,,56.4,32 - 64 g,,,Fish
1408,CH.SORD,He,KIF11_041,KIF11_041_1,Non-Acidified,8,HP.LF,12.7,9,145,117,,56.4,32 - 64 g,,,Fish
1408,CH.SORD,He,KIF11_041,KIF11_041_1,Non-Acidified,8,HP.LF,12.7,9,145,117,,56.4,32 - 64 g,,,Fish
1520,CH.SORD,He,KIF11_153,KIF11_153_1,Non-Acidified,3,LP.MF,14.6,9.6,131,105,126,43.1,32 - 64 g,,,Fish
2569,CH.SORD,He,KIF12_275,KIF12_275_1,Non-Acidified,8,HP.LF,14.6,9.8,120.8,99.6,,32,16 - 32 g,,,Fish
1659,CH.SORD,He,KIF11_388,KIF11_388_1,Non-Acidified,40,HP.MF,12.5,8.3,118,98,,31.3,16 - 32 g,,,Fish
2560,CH.SORD,He,KIF12_266,KIF12_266_1,Non-Acidified,8,HP.LF,12.6,12.9,121.5,89.4,,33.4,32 - 64 g,,,Fish
1660,CH.SORD,He,KIF11_389,KIF11_389_1,Non-Acidified,40,HP.MF,8.2,6.8,95,77,,15.6,8 - 16 g,,,Fish
1711,CH.SORD,He,KIF11_439,KIF11_439_1,Non-Acidified,9,HP.MF,8.4,6.7,91,77,,13.5,8 - 16 g,,,Fish
1714,CH.SORD,He,KIF11_443,KIF11_443_1,Non-Acidified,9,HP.MF,7.5,5.2,80,68,,9,8 - 16 g,,,Fish
1966,CH.VAND,ZP,KIF11_599,KIF11_599_1,,,,3.6,2.7,,42.3,,1.7,1 - 2 g,tail broken,,Fish
1962,CH.VAND,ZP,KIF11_595,KIF11_595_1,,,,3.4,2.1,46.1,41.6,,1.8,1 - 2 g,tail broken,,Fish
1951,CH.VAND,ZP,KIF11_584,KIF11_584_1,,40,HP.MF,4,3.2,47.5,40.8,45.5,2.1,2 - 4 g,,,Fish
1981,CH.VAND,ZP,KIF11_614,KIF11_614_1,,15,LP.LF,3.5,3.2,,40.7,46.6,2.2,2 - 4 g,tail broken,,Fish
1949,CH.VAND,ZP,KIF11_582,KIF11_582_1,,40,HP.MF,3.7,3.4,45.8,39,42.8,1.7,1 - 2 g,,,Fish
1954,CH.VAND,ZP,KIF11_587,KIF11_587_1,,40,HP.MF,3.7,3.3,46.6,38.3,42.7,1.8,1 - 2 g,,,Fish
1982,CH.VAND,ZP,KIF11_615,KIF11_615_1,,15,LP.LF,3.1,2.8,49.9,37.5,45,2.1,2 - 4 g,,,Fish
1991,CH.VAND,ZP,KIF11_624,KIF11_624_1,,30,HP.HF,3.1,2.9,,37.5,41.8,1.7,1 - 2 g,tail broken,,Fish
1964,CH.VAND,ZP,KIF11_597,KIF11_597_1,,,,3.7,3.4,47.4,37.4,40.7,1.8,1 - 2 g,,,Fish
2021,CH.VAND,ZP,KIF11_1062,KIF11_1062_1,,27,HP.HF,3.1,2.9,,37.3,43.7,2.4,2 - 4 g,tail broken,,Fish
1979,CH.VAND,ZP,KIF11_612,KIF11_612_1,,15,LP.LF,3.9,2.3,51.2,37.3,43.2,2.2,2 - 4 g,,,Fish
2032,CH.VAND,ZP,KIF11_1073,KIF11_1073_1,,30,HP.HF,3.8,2.3,,37.2,,2,1 - 2 g,tail broken,,Fish
1920,CH.VAND,ZP,KIF11_553,KIF11_553_1,,40,HP.MF,4.1,3.5,48,37.2,43,1.9,1 - 2 g,"*, whole",,Fish
1983,CH.VAND,ZP,KIF11_616,KIF11_616_1,,15,LP.LF,3.3,2.1,49.6,37.1,44.3,2,1 - 2 g,,,Fish
1967,CH.VAND,ZP,KIF11_600,KIF11_600_1,,,,3.5,3,,37,,1.9,1 - 2 g,tail broken,,Fish
2020,CH.VAND,ZP,KIF11_1061,KIF11_1061_1,,27,HP.HF,3,2.2,47.7,36.6,43,1.9,1 - 2 g,,,Fish
1974,CH.VAND,ZP,KIF11_607,KIF11_607_1,,38,LP.MF,3.4,2.3,,36.3,,1.8,1 - 2 g,tail broken,,Fish
1993,CH.VAND,ZP,KIF11_626,KIF11_626_1,,30,HP.HF,4.2,3.4,,35.4,,1.7,1 - 2 g,tail broken,,Fish
1965,CH.VAND,ZP,KIF11_598,KIF11_598_1,,,,3.4,2.2,,35.3,41.2,1.5,1 - 2 g,tail broken,,Fish
2019,CH.VAND,ZP,KIF11_1060,KIF11_1060_1,,27,HP.HF,3.4,2.3,,35.2,40.6,1.8,1 - 2 g,tail broken,,Fish
1972,CH.VAND,ZP,KIF11_605,KIF11_605_1,,38,LP.MF,3.2,2.9,,35.2,41.1,1.4,1 - 2 g,tail broken,,Fish
1990,CH.VAND,ZP,KIF11_623,KIF11_623_1,,30,HP.HF,2.5,1.7,,35,,1.6,1 - 2 g,tail broken,,Fish
2042,CH.VAND,ZP,KIF11_1083,KIF11_1083_1,,27,HP.HF,3,2.1,,35,,1.5,1 - 2 g,tail broken,,Fish
1980,CH.VAND,ZP,KIF11_613,KIF11_613_1,,15,LP.LF,3.1,2.2,,34.9,,1.5,1 - 2 g,tail broken,,Fish
1952,CH.VAND,ZP,KIF11_585,KIF11_585_1,,40,HP.MF,3.6,3.4,38.4,34.8,37.2,1.5,1 - 2 g,,,Fish
1958,CH.VAND,ZP,KIF11_591,KIF11_591_1,,40,HP.MF,3.2,2.7,40.3,34.8,38.8,1.5,1 - 2 g,,,Fish
1995,CH.VAND,ZP,KIF11_628,KIF11_628_1,,30,HP.HF,2.8,2.2,,34.6,,1.6,1 - 2 g,tail broken,,Fish
1973,CH.VAND,ZP,KIF11_606,KIF11_606_1,,38,LP.MF,3.4,3.1,,34.5,,1.5,1 - 2 g,,,Fish
1963,CH.VAND,ZP,KIF11_596,KIF11_596_1,,,,4.2,2.7,45.9,34.3,39.5,1.7,1 - 2 g,,,Fish
1975,CH.VAND,ZP,KIF11_608,KIF11_608_1,,38,LP.MF,3.2,2,,34.3,40.5,1.7,1 - 2 g,tail broken,,Fish
1953,CH.VAND,ZP,KIF11_586,KIF11_586_1,,40,HP.MF,3.8,3.4,37.4,34.1,36.1,1.3,1 - 2 g,,,Fish
1959,CH.VAND,ZP,KIF11_592,KIF11_592_1,,40,HP.MF,3.4,3.2,41.2,33.9,37.9,1.4,1 - 2 g,,,Fish
1996,CH.VAND,ZP,KIF11_629,KIF11_629_1,,30,HP.HF,3.2,1.8,43,33.5,39.2,1.3,1 - 2 g,,,Fish
2027,CH.VAND,ZP,KIF11_1068,KIF11_1068_1,,27,HP.HF,2.9,2,44,32.9,39.5,1.3,1 - 2 g,,,Fish
2018,CH.VAND,ZP,KIF11_1059,KIF11_1059_1,,27,HP.HF,3.5,1.8,,31.8,36.5,1.6,1 - 2 g,tail broken,,Fish
2022,CH.VAND,ZP,KIF11_1063,KIF11_1063_1,,27,HP.HF,3,2.1,40.7,31.7,35.4,1.2,1 - 2 g,,,Fish
2043,CH.VAND,ZP,KIF11_1084,KIF11_1084_1,,27,HP.HF,2.9,2,42,31.6,36.5,1.2,1 - 2 g,,,Fish
1968,CH.VAND,ZP,KIF11_601,KIF11_601_1,,,,3.9,2.7,,31.3,,1.2,1 - 2 g,tail broken,,Fish
1994,CH.VAND,ZP,KIF11_627,KIF11_627_1,,30,HP.HF,3.4,2.1,,31.2,,1.2,1 - 2 g,tail broken,,Fish
1984,CH.VAND,ZP,KIF11_617,KIF11_617_1,,15,LP.LF,2.6,1.7,41.8,31.1,37.7,1.3,1 - 2 g,,,Fish
1233,CH.VAND,ZP,CHRVAN001,CH.VAND001_A,Acidified,3,LP.MF,3.46,2.51,38.81,30.19,,1.1,1 - 2 g,NA,NA,Fish
2001,CH.VAND,ZP,KIF11_634,KIF11_634_1,,30,HP.HF,3,2.1,,29.5,,0.9,0.5 - 1 g,tail broken,,Fish
2000,CH.VAND,ZP,KIF11_633,KIF11_633_1,,30,HP.HF,3,1.2,39.1,28.6,32.3,0.9,0.5 - 1 g,,,Fish
2004,CH.VAND,ZP,KIF11_637,KIF11_637_1,,30,HP.HF,2.7,1.7,,28.6,,0.6,0.5 - 1 g,tail broken,,Fish
1997,CH.VAND,ZP,KIF11_630,KIF11_630_1,,30,HP.HF,2.2,2,,28.1,,0.8,0.5 - 1 g,tail broken,,Fish
1957,CH.VAND,ZP,KIF11_590,KIF11_590_1,,40,HP.MF,3.4,2.9,33.5,28.1,31.3,0.6,0.5 - 1 g,,,Fish
1956,CH.VAND,ZP,KIF11_589,KIF11_589_1,,40,HP.MF,3.1,2.7,33.1,27.9,31.2,0.7,0.5 - 1 g,,,Fish
1992,CH.VAND,ZP,KIF11_625,KIF11_625_1,,30,HP.HF,3.9,2.2,,27.7,30.2,0.8,0.5 - 1 g,tail broken,,Fish
1998,CH.VAND,ZP,KIF11_631,KIF11_631_1,,30,HP.HF,2.7,2.1,,27.4,33.1,0.8,0.5 - 1 g,tail broken,,Fish
2017,CH.VAND,ZP,KIF11_1058,KIF11_1058_1,,10,LP.LF,3.6,2.3,38.7,27,30.7,0.9,0.5 - 1 g,,,Fish
1969,CH.VAND,ZP,KIF11_602,KIF11_602_1,,,,2.3,1.7,,26.9,30.1,0.6,0.5 - 1 g,tail broken,,Fish
2003,CH.VAND,ZP,KIF11_636,KIF11_636_1,,30,HP.HF,2.2,1.4,,26.7,,0.7,0.5 - 1 g,tail broken,,Fish
1999,CH.VAND,ZP,KIF11_632,KIF11_632_1,,30,HP.HF,3,2.1,,24.9,29.7,0.7,0.5 - 1 g,tail broken,,Fish
2044,CH.VAND,ZP,KIF11_1085,KIF11_1085_1,,27,HP.HF,2,1,,24.9,,0.3,0.25 - 0.5 g,tail broken,,Fish
1976,CH.VAND,ZP,KIF11_609,KIF11_609_1,,38,LP.MF,2.1,1.3,,24.7,,0.4,0.25 - 0.5 g,tail broken,,Fish
1977,CH.VAND,ZP,KIF11_610,KIF11_610_1,,38,LP.MF,2,1.5,,24.1,,0.6,0.5 - 1 g,tail broken,,Fish
2002,CH.VAND,ZP,KIF11_635,KIF11_635_1,,30,HP.HF,2,1.2,,23.5,,0.7,0.5 - 1 g,tail broken,,Fish
1985,CH.VAND,ZP,KIF11_618,KIF11_618_1,,15,LP.LF,1.8,1,,22.2,20.5,0.3,0.25 - 0.5 g,tail broken,,Fish
1970,CH.VAND,ZP,KIF11_603,KIF11_603_1,,,,2.3,1,28.8,22.1,25.2,0.4,0.25 - 0.5 g,,,Fish
1986,CH.VAND,ZP,KIF11_619,KIF11_619_1,,15,LP.LF,1.5,0.9,,22,,0.4,0.25 - 0.5 g,tail broken,,Fish
1988,CH.VAND,ZP,KIF11_621,KIF11_621_1,,15,LP.LF,1.9,1,,21.2,,0.3,0.25 - 0.5 g,tail broken,,Fish
1924,CH.VAND,ZP,KIF11_557,KIF11_557_1,,40,HP.MF,3.2,3.2,26.8,20.5,23.4,0.2,0.125 - 0.25 g,"*, whole",,Fish
1472,CT.MARG,De,KIF11_105,KIF11_105_1,Non-Acidified,15,LP.LF,22.5,20.3,244,286,217,257.4,256 - 512 g,,,Fish
1505,CT.MARG,De,KIF11_138,KIF11_138_1,Non-Acidified,27,HP.HF,11.2,12.2,305,223,262,477.7,256 - 512 g,,,Fish
1505,CT.MARG,De,KIF11_138,KIF11_138_1,Non-Acidified,27,HP.HF,11.2,12.2,305,223,262,477.7,256 - 512 g,,,Fish
1473,CT.MARG,De,KIF11_106,KIF11_106_1,Non-Acidified,19,LP.LF,30.2,23,265,193,234,293.8,256 - 512 g,,,Fish
1490,CT.MARG,De,KIF11_123,KIF11_123_1,Non-Acidified,38,LP.MF,22.6,19.4,230,183,209,215.8,128 - 256 g,,,Fish
1575,CT.MARG,De,KIF11_208,KIF11_208_1,Non-Acidified,19,LP.LF,27.1,17.2,240,181,218,258.9,256 - 512 g,,,Fish
1576,CT.MARG,De,KIF11_209,KIF11_209_1,Non-Acidified,19,LP.LF,26.4,15,238,176,209,234,128 - 256 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1576,CT.MARG,De,KIF11_209,KIF11_209_2,Non-Acidified,19,LP.LF,26.4,15,238,176,209,234,128 - 256 g,,,Fish
1636,CT.MARG,De,KIF11_269,KIF11_269_1,Non-Acidified,2,LP.MF,27.6,21,231,176,206,228.7,128 - 256 g,,,Fish
1374,CT.MARG,De,KIF11_007,KIF11_007_1,Non-Acidified,34,HP.LF,26.77,15.61,242,175,211,230.7,128 - 256 g,date of processing not certain,,Fish
1578,CT.MARG,De,KIF11_211,KIF11_211_1,Non-Acidified,15,LP.LF,26,17.2,235,173,208,250.3,128 - 256 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1578,CT.MARG,De,KIF11_211,KIF11_211_2,Non-Acidified,15,LP.LF,26,17.2,235,173,208,250.3,128 - 256 g,,,Fish
1471,CT.MARG,De,KIF11_104,KIF11_104_1,Non-Acidified,15,LP.LF,25.2,20.2,231,173,208,237.1,128 - 256 g,,,Fish
1471,CT.MARG,De,KIF11_104,KIF11_104_1,Non-Acidified,15,LP.LF,25.2,20.2,231,173,208,237.1,128 - 256 g,,,Fish
1635,CT.MARG,De,KIF11_268,KIF11_268_1,Non-Acidified,2,LP.MF,27.1,17,232,171,208,175.2,128 - 256 g,,,Fish
1461,CT.MARG,De,KIF11_094,KIF11_094_1,Non-Acidified,35,HP.LF,25,18,235,170,205,232.2,128 - 256 g,,,Fish
1577,CT.MARG,De,KIF11_210,KIF11_210_1,Non-Acidified,19,LP.LF,24.4,15.1,230,169,207,233.3,128 - 256 g,,,Fish
1504,CT.MARG,De,KIF11_137,KIF11_137_1,Non-Acidified,27,HP.HF,17,14.6,231,169,198,183.9,128 - 256 g,,,Fish
2393,CT.MARG,De,KIF12_099,KIF12_099_1,Non-Acidified,40,HP.MF,25.6,12.3,225,168,,210,128 - 256 g,,,Fish
1475,CT.MARG,De,KIF11_108,KIF11_108_1,Non-Acidified,19,LP.LF,39.3,28,222,167,187,194.6,128 - 256 g,,,Fish
1448,CT.MARG,De,KIF11_081,KIF11_081_1,Non-Acidified,3,LP.MF,21.1,16.8,222,167,194,182.6,128 - 256 g,,,Fish
2385,CT.MARG,De,KIF12_091,KIF12_091_1,Non-Acidified,40,HP.MF,27.5,19.2,228,165,,220,128 - 256 g,,,Fish
1449,CT.MARG,De,KIF11_082,KIF11_082_1,Non-Acidified,3,LP.MF,25.4,20,222,164,195,174.1,128 - 256 g,,,Fish
1447,CT.MARG,De,KIF11_080,KIF11_080_1,Non-Acidified,3,LP.MF,24.4,18.5,220,163,194,169.6,128 - 256 g,,,Fish
1369,CT.MARG,De,KIF11_002,KIF11_002_1,Non-Acidified,34,HP.LF,23.78,15.09,224,162,196,207.6,128 - 256 g,date of processing not certain,,Fish
1446,CT.MARG,De,KIF11_079,KIF11_079_1,Non-Acidified,3,LP.MF,24.2,17.9,214,159,189,162.8,128 - 256 g,,,Fish
1515,CT.MARG,De,KIF11_148,KIF11_148_1,Non-Acidified,3,LP.MF,25.1,17.1,224,158,194,145,128 - 256 g,,,Fish
1466,CT.MARG,De,KIF11_099,KIF11_099_1,Non-Acidified,35,HP.LF,18.4,15.9,215,155,190,158.4,128 - 256 g,,,Fish
1368,CT.MARG,De,KIF11_001,KIF11_001_1,Non-Acidified,34,HP.LF,20.91,16.49,205,154,179,144.4,128 - 256 g,date of processing not certain,,Fish
1516,CT.MARG,De,KIF11_149,KIF11_149_1,Non-Acidified,3,LP.MF,22.1,17.7,200,151,176,153.8,128 - 256 g,,,Fish
1500,CT.MARG,De,KIF11_133,KIF11_133_1,,27,HP.HF,20,16.2,205,150,183,151.8,128 - 256 g,,,Fish
1393,CT.MARG,De,KIF11_026,KIF11_026_1,Non-Acidified,35,HP.LF,22.3,18.45,200,146,175,129.8,128 - 256 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1545,CT.MARG,De,KIF11_178,KIF11_178_1,Non-Acidified,35,HP.LF,20,17.6,198,146,175,124,64 - 128 g,,,Fish
1735,CT.MARG,De,KIF11_464,KIF11_464_1,Non-Acidified,40,HP.MF,24,11,195,142,171,130.8,128 - 256 g,,,Fish
1484,CT.MARG,De,KIF11_117,KIF11_117_1,Non-Acidified,27,HP.HF,20.9,15.2,187,140,166,116.7,64 - 128 g,,,Fish
1484,CT.MARG,De,KIF11_117,KIF11_117_1,Non-Acidified,27,HP.HF,20.9,15.2,187,140,166,116.7,64 - 128 g,,,Fish
1734,CT.MARG,De,KIF11_463,KIF11_463_1,Non-Acidified,40,HP.MF,21.3,11.4,185,136,165,123.5,64 - 128 g,,,Fish
1401,CT.MARG,De,KIF11_034,KIF11_034_1,Non-Acidified,9,HP.MF,19,18.8,182,132,158,90,64 - 128 g,sat out on ice for 36 hours before dissection,,Fish
1488,CT.MARG,De,KIF11_121,KIF11_121_1,Non-Acidified,27,HP.HF,19.5,16,184,131,162,115.7,64 - 128 g,,,Fish
1944,CT.MARG,De,KIF11_577,KIF11_577_1,,8,HP.LF,11,11,177,131,162,109.1,64 - 128 g,shot through head,,Fish
1544,CT.MARG,De,KIF11_177,KIF11_177_1,Non-Acidified,15,LP.LF,18.1,13.4,179,130,156,96.4,64 - 128 g,sat out 24 hours before dissection,,Fish
1544,CT.MARG,De,KIF11_177,KIF11_177_1,Non-Acidified,15,LP.LF,18.1,13.4,179,130,156,96.4,64 - 128 g,sat out 24 hours before dissection,,Fish
1422,CT.MARG,De,KIF11_055,KIF11_055_1,,27,HP.HF,15,13,174,128,155,95.8,64 - 128 g,,,Fish
1422,CT.MARG,De,KIF11_055,KIF11_055_1,,27,HP.HF,15,13,174,128,155,95.8,64 - 128 g,,,Fish
1503,CT.MARG,De,KIF11_136,KIF11_136_1,Non-Acidified,27,HP.HF,17.5,14.2,170,126,152,97,64 - 128 g,,,Fish
1503,CT.MARG,De,KIF11_136,KIF11_136_1,Non-Acidified,27,HP.HF,17.5,14.2,170,126,152,97,64 - 128 g,,,Fish
2396,CT.MARG,De,KIF12_102,KIF12_102_1,Non-Acidified,40,HP.MF,16.3,13.8,180,125.4,,93.9,64 - 128 g,,,Fish
1511,CT.MARG,De,KIF11_144,KIF11_144_1,Non-Acidified,3,LP.MF,17,14.9,168,125,149,69.8,64 - 128 g,,,Fish
1512,CT.MARG,De,KIF11_145,KIF11_145_1,Non-Acidified,3,LP.MF,18.5,13.5,170,124,149,79.6,64 - 128 g,,,Fish
1643,CT.MARG,De,KIF11_276,KIF11_276_1,Non-Acidified,15,LP.LF,16.3,13,176,123,152,94.8,64 - 128 g,,,Fish
1513,CT.MARG,De,KIF11_146,KIF11_146_1,Non-Acidified,3,LP.MF,14.4,12,155,116,141,71.8,64 - 128 g,,,Fish
1510,CT.MARG,De,KIF11_143,KIF11_143_1,Non-Acidified,3,LP.MF,15.1,11.5,152,115,138,69.7,64 - 128 g,,,Fish
1506,CT.MARG,De,KIF11_139,KIF11_139_1,Non-Acidified,3,LP.MF,16.8,13.8,159,114,140,63.6,32 - 64 g,,,Fish
1509,CT.MARG,De,KIF11_142,KIF11_142_1,Non-Acidified,3,LP.MF,15.4,12.2,151,112,145,96.1,64 - 128 g,,,Fish
1517,CT.MARG,De,KIF11_150,KIF11_150_1,Non-Acidified,3,LP.MF,14.3,10.5,145,110,130,56.3,32 - 64 g,,,Fish
2428,CT.MARG,De,KIF12_134,KIF12_134_1,Non-Acidified,30,HP.HF,16,13.5,139,103,,66,64 - 128 g,,,Fish
1546,CT.MARG,De,KIF11_179,KIF11_179_1,Non-Acidified,35,HP.LF,12.8,10.7,138,101,122,45.4,32 - 64 g,,,Fish
1507,CT.MARG,De,KIF11_140,KIF11_140_1,Non-Acidified,3,LP.MF,11.9,10,125,101,118,41.9,32 - 64 g,,,Fish
1657,CT.MARG,De,KIF11_386,KIF11_386_1,Non-Acidified,40,HP.MF,14.2,10.4,130,99,114,50.4,32 - 64 g,,,Fish
1588,CT.MARG,De,KIF11_221,KIF11_221_1,Non-Acidified,10,LP.LF,14.5,9.7,131,98,123,56.2,32 - 64 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1588,CT.MARG,De,KIF11_221,KIF11_221_2,Non-Acidified,10,LP.LF,14.5,9.7,131,98,123,56.2,32 - 64 g,,,Fish
1773,CT.MARG,De,KIF11_310,KIF11_310_1,,40,HP.MF,12.2,5.8,124.9,92.2,111.9,39.9,32 - 64 g,,,Fish
2562,CT.MARG,De,KIF12_268,KIF12_268_1,Non-Acidified,8,HP.LF,12.6,12.9,126.5,89.4,,33.4,32 - 64 g,,,Fish
2394,CT.MARG,De,KIF12_100,KIF12_100_1,Non-Acidified,40,HP.MF,14.6,9.9,127,88.1,,369,256 - 512 g,Note: one otolith broke in half,,Fish
2427,CT.MARG,De,KIF12_133,KIF12_133_1,Non-Acidified,30,HP.HF,13.3,11.6,109.1,81.4,,24.6,16 - 32 g,,,Fish
1386,CT.MARG,De,KIF11_019,KIF11_019_1,Non-Acidified,34,HP.LF,13.43,9.66,105,79,96,20.7,16 - 32 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
2026,CT.MARG,De,KIF11_1067,KIF11_1067_1,,27,HP.HF,4.3,3.2,,59.9,,11.6,8 - 16 g,tail broken,,Fish
2025,CT.MARG,De,KIF11_1066,KIF11_1066_1,,27,HP.HF,4.5,4.3,72.5,56,66.8,8,4 - 8 g,,,Fish
1772,CT.MARG,De,KIF11_309,KIF11_309_1,,40,HP.MF,5.7,3.8,58.3,44.9,54.1,3.7,2 - 4 g,,,Fish
2039,CT.MARG,De,KIF11_1080,KIF11_1080_1,,30,HP.HF,3.5,2.2,,38.9,42.9,2.9,2 - 4 g,tail broken,,Fish
2041,CT.MARG,De,KIF11_1082,KIF11_1082_1,,30,HP.HF,2.6,1.9,40.9,33.5,40.9,1.8,1 - 2 g,,,Fish
2040,CT.MARG,De,KIF11_1081,KIF11_1081_1,,30,HP.HF,2.2,1.9,,33.4,,2,1 - 2 g,tail broken,,Fish
