SpecimenID,Family,Order,Genus,SpeciesCode,j_fg,Site,Region,TL,SL,FL,wt,length(cm),a (cm),b (cm),calc_wt,gh,gw,dissected_by,stomach_contents,prey_size,coll_notes,dis_notes
KIF11_545,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,40,HP.MF,69.7,54.2,64.7,9.4,,,,,9.5,7.7,KP,small crustaceans <1mm,,*,*
KIF11_546,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,40,HP.MF,74.6,54,65.8,9.7,,,,,5.1,3.6,KP,small crustaceans <1mm,,*,*
KIF11_547,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,40,HP.MF,,52.3,63,8.4,,,,,5.1,3.1,KP,small crustaceans <1mm,,"*, tail broken","*, tail broken"
KIF11_564,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,9,HP.MF,,48.9,57.4,7.2,,,,,4.3,4,AO,gut burst open in cavity (no sample),,tail broken,tail broken
KIF11_583,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,40,HP.MF,44.7,38.7,42.3,2.6,,,,,3.5,3.3,RT/Adrian,tail broken,,,
KIF11_594,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,24,LP.MF,31.1,29.4,31.1,1.2,,,,,3,2.4,RT/AO,"gut shot, no sample taken",,tail broken,tail broken
KIF11_1057,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,10,LP.LF,103.8,81,95.5,32.6,,,,,5.6,3.9,RT/AO,no stomach contents,,,
KIF11_1071,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,30,HP.HF,,53.5,63.8,8,,,,,4.2,3.9,AO/KP,whole stomach retained,,tail broken,tail broken
KIF11_1072,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,30,HP.HF,76,57,66.6,10.7,,,,,4.2,2.7,AO/KP,whole stomach retained,,,
KIF12_141,,,Aphareus,AP.FURC,Pi,40,HP.MF,302,236,260,205,,,,,50.2,56.4,LW,cruatacean remains: shrimp,NA,,
KIF12_176,,,Aphareus,AP.FURC,Pi,30,HP.HF,298,215,255,260,,,,,58.7,51,LW,crustacean remains,,,
KIF12_177,,,Aphareus,AP.FURC,Pi,30,HP.HF,255,202,221,200,,,,,44.1,49.8,AB,empty gut,,,
KIF12_187,,,Aphareus,AP.FURC,Pi,19,LP.LF,281,215,231,275,,,,,44.5,47,RT,crab larvae,,,
KIF12_191,,,Aphareus,AP.FURC,Pi,19,LP.LF,322,249,272,420,,,,,59.1,54.4,AB,crab larvae,,,
KIF12_192,,,Aphareus,AP.FURC,Pi,19,LP.LF,271,209,226,210,,,,,42.4,43.5,RT,crab larvae,,,
KIF12_203,,,Aphareus,AP.FURC,Pi,30,HP.HF,251,193,221,210,,,,,44.9,52.2,AB,small crustacean bits, eyes (shrimp?),,
KIF12_219,,,Aphareus,AP.FURC,Pi,6,HP.LF,353,271,300,480,,,,,59.5,61,SC,pink snot,,,
KIF12_220,,,Aphareus,AP.FURC,Pi,6,HP.LF,360,283,304,525,,,,,62.3,67,LW,2 shrimp:19,28mm. 1 fish (60.5)-baby parrot,,
KIF12_221,,,Aphareus,AP.FURC,Pi,6,HP.LF,336,268,298,400,,,,,57,53.1,AB,fish & crab bits,,,
KIF12_222,,,Aphareus,AP.FURC,Pi,6,HP.LF,340,252,282,410,,,,,57.3,59.2,SC,1 fish: 53cm, 1 shrimp: 32mm),,
KIF12_223,,,Aphareus,AP.FURC,Pi,6,HP.LF,286,218,242,250,,,,,47.8,50.7,SC,pink/yellow snot,,otoliths crushed: pieces retaine,otoliths crushed: pieces retaine
KIF12_224,,,Aphareus,AP.FURC,Pi,6,HP.LF,364,258,306,460,,,,,61.7,57.2,AB,crab larvae (7mm), 4x31mm shrimp, crab bits, crab bits
KIF12_225,,,Aphareus,AP.FURC,Pi,6,HP.LF,358,270,298,480,,,,,60.5,63.5,SC,2 manits shrimp, crustacean bits,,
KIF12_226,,,Aphareus,AP.FURC,Pi,6,HP.LF,344,262,287,360,,,,,58.8,61.2,SC, 2 shrimp, small fish(62mm),,
KIF12_237,,,Aphareus,AP.FURC,Pi,8,HP.LF,354,279,300,410,,,,,51.1,55.3,RT,crab larvae & shrimp,,,
KIF12_238,,,Aphareus,AP.FURC,Pi,8,HP.LF,372,284,314,500,,,,,61.5,63.3,SC,crab larvae & fish remains,,,
KIF12_239,,,Aphareus,AP.FURC,Pi,8,HP.LF,402,304,342,640,,,,,60.3,62.4,SC,ps.cooperii(73mm), crab larave,,
KIF12_240,,,Aphareus,AP.FURC,Pi,8,HP.LF,380,320,294,510,,,,,54.4,60.4,RT,crab larvae,,,
KIF12_251,,,Aphareus,AP.FURC,Pi,15,LP.LF,310,230,253,300,,,,,53,54.3,SC,crustacean larvae - see photo,,,
KIF12_253,,,Aphareus,AP.FURC,Pi,15,LP.LF,290,215,240,220,,,,,51,51.9,SC,small crustaceans,,,
KIF12_254,,,Aphareus,AP.FURC,Pi,15,LP.LF,271,218,242,230,,,,,50,49.3,AB,7mm crab larvae, shrimp,,
KIF12_283,,,Aphareus,AP.FURC,Pi,3,LP.MF,258,203,227,200,,,,,47.3,48.6,AB,few crustacean remains,,crushed otoliths,crushed otoliths
KIF12_287,,,Aphareus,AP.FURC,Pi,24,LP.MF,362,270,297,440,,,,,55,58.3,RT,shit ton of crab larvae - see photo,,,
KIF12_288,,,Aphareus,AP.FURC,Pi,24,LP.MF,360,280,302,410,,,,,62.4,63,SC,crab larvae - see photo,,,
KIF12_289,,,Aphareus,AP.FURC,Pi,24,LP.MF,349,261,290,410,,,,,62.4,63,LW,29 crab larvae,,,
KIF12_290,,,Aphareus,AP.FURC,Pi,24,LP.MF,362,278,308,330,,,,,60.6,62.4,AB,crustaceans, crab larvae (~3), (10-11)shrimp, (10-11)shrimp
KIF12_292,,,Aphareus,AP.FURC,Pi,3,LP.MF,272,213,231,230,,,,,42.4,45.3,RT,crab larvae,,,
KIF12_293,,,Aphareus,AP.FURC,Pi,3,LP.MF,259,203,228,200,,,,,48.5,52.1,AB,crustacean remains,,,
KIF12_295,,,Aphareus,AP.FURC,Pi,3,LP.MF,290.2,226,248,240,,,,,44.5,45.9,RT,crab larvae,,,
KIF12_296,,,Aphareus,AP.FURC,Pi,3,LP.MF,332,253,296,385,,,,,62.2,62.9,LW,gut shot,,,
KIF12_307,,,Aphareus,AP.FURC,Pi,38,LP.MF,255,196,223,200,,,,,50.5,50.9,AB,crustacean remains,,,
KIF12_308,,,Aphareus,AP.FURC,Pi,38,LP.MF,264,208,231,220,,,,,51.4,51.1,AB,bunch of shrimp & crab larvae,,,
KIF12_316,,,Aphareus,AP.FURC,Pi,15,LP.LF,285,214.1,230.3,230,,,,,48.8,50,SC,2 crabs,,1 otolith in pieces,1 otolith in pieces
KIF12_370,,,Aphareus,AP.FURC,Pi,15,LP.LF,273,204,230,270,,,,,52.2,54.4,AB,invert mush,,,
KIF12_371,,,Aphareus,AP.FURC,Pi,15,LP.LF,289,226,255,250,,,,,52,56,LW,crustacean remains,,,
KIF11_307,,,Pseudanthias,PS.BART,ZP,40,HP.MF,33.7,24,30.7,0.3,,,,,5.2,2.7,,,,,
KIF11_308,,,Pseudanthias,PS.BART,ZP,40,HP.MF,67,55.9,65.7,4.6,,,,,12,6.5,,,,,
KIF11_384,,,Pseudanthias,PS.BART,ZP,40,HP.MF,71.4,56.6,63.4,4.2,,,,,7.5,5.4,AO/KP,small crustaceans <1mm,,,
KIF11_481,,,Pseudanthias,PS.BART,ZP,40,HP.MF,69.5,51.6,57.4,3.7,,,,,6.6,5.2,AO/KP,empty,,1 otolith broken,1 otolith broken
KIF11_647,,,Pseudanthias,PS.BART,ZP,10,LP.LF,64,49,52.9,3.4,,,,,5.4,5.6,RT/AO,whole stomach retained,,,
KIF11_648,,,Pseudanthias,PS.BART,ZP,10,LP.LF,38.2,28.3,32,0.8,,,,,4,3.5,RT/AO,whole stomach retained,,,
KIF11_1075,,,Pseudanthias,PS.BART,ZP,30,HP.HF,,51.8,58.1,4,,,,,4.6,4.3,AO/KP,whole stomach retained,,tail broken,tail broken
KIF11_1076,,,Pseudanthias,PS.BART,ZP,30,HP.HF,57.5,43,46.1,2.1,,,,,4.8,3.9,AO/KP,no gut taken,,,
KIF12_001,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,30,HP.HF,152.5,126.3,,132.3,,,,,13.2,10.5,SC,,NA,the first two really were the exact same weight,the first two really were the exact same weight
KIF12_002,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,30,HP.HF,166,145.1,,132.3,,,,,9.2,13.4,AB,,NA,the first two really were the exact same weight; stomach contents contaminated with ethanol,the first two really were the exact same weight; stomach contents contaminated with ethanol
KIF12_003,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,30,HP.HF,170,140,,141,,,,,12.3,13.2,RT,,NA,,
KIF12_004,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,30,HP.HF,162,134.6,,124.6,,,,,13,12.4,SC,,NA,,
KIF12_005,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,30,HP.HF,159.2,138.8,,129.2,,,,,9.9,10.7,AB,,NA,,
KIF12_012,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,27,HP.HF,176,152,,132,,,,,7.1,6.2,RT,,NA,,
KIF12_013,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,27,HP.HF,186.5,163.4,,158.5,,,,,7.9,9.1,AB,,NA,,
KIF12_014,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,27,HP.HF,168,140.4,,122.5,,,,,11.4,7.8,SC,,NA,,
KIF12_016,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,27,HP.HF,170,141,,133,,,,,7.3,7.6,RT,,NA,,
KIF12_019,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,30,HP.HF,155,127,,116,,,,,11.8,9.5,LW,,NA,,
KIF12_020,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,30,HP.HF,162,133,,131,,,,,15.1,12.4,SC,shot in gut,NA,,
KIF12_021,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,30,HP.HF,161,135,,131,,,,,12,12.8,RT,goop; disgusting,NA,,
KIF12_022,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,30,HP.HF,165.5,137.4,,128.6,,,,,13.4,13,SC,green,NA,,
KIF12_023,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,30,HP.HF,155.8,137.1,,120.1,,,,,10.5,9.7,AB,goop,NA,,
KIF12_028,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,30,HP.HF,160,135,,116,,,,,11.9,12.4,RT,shot out,NA,,
KIF12_033,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,9,HP.MF,123.2,101.2,,53.9,,,,,9.3,7.6,SC,,NA,,
KIF12_034,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,9,HP.MF,133,110,,69,,,,,10,9,RT,,NA,,
KIF12_036,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,9,HP.MF,110,89,,42,,,,,9.5,8.9,RT,,NA,,
KIF12_037,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,9,HP.MF,113.7,93,,38.7,,,,,10,7.1,SC,gut shot out with speargun,NA,,
KIF12_038,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,9,HP.MF,165,134.8,,142.3,,,,,15.1,12.5,SC,yellow slime in gut (pieces of coral),NA,,
KIF12_039,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,9,HP.MF,123,110,,58,,,,,9.1,9.8,RT,yellow goop,NA,,
KIF12_041,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,9,HP.MF,156,131,,116,,,,,12,11.9,RT,yellow/brown goo,NA,gravid female,gravid female
KIF12_052,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,25,LP.MF,151,129,,110,,,,,12,12.7,RT,brown cnidarian goop,NA,,
KIF12_053,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,25,LP.MF,162,134.2,,133,,,,,14.6,12.6,SC,brown cnidarian goop,NA,,
KIF12_054,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,25,LP.MF,158,133,,127,,,,,13,13,LW,yellow brown goop,NA,,
KIF12_055,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,25,LP.MF,158.6,135.1,,133.3,,,,,9.9,11.6,AB,goopy,NA,,
KIF12_056,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,25,LP.MF,165,136,,132.5,,,,,15.6,13,SC,,NA,,
KIF12_057,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,25,LP.MF,166,141,,157,,,,,15.4,17,LW,,NA,,
KIF12_058,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,25,LP.MF,162,135.8,,129.1,,,,,17,13.4,SC,brownish yellow snot,NA,,
KIF12_059,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,25,LP.MF,171,139,,150,,,,,15,17.2,RT,,NA,,
KIF12_060,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,25,LP.MF,156.3,129.6,,127.6,,,,,11.3,11.5,AB,green goop,NA,,
KIF12_061,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,25,LP.MF,171,138.2,,141.5,,,,,14.2,11,SC,,NA,Weight may be light as it was done after samples taken out,Weight may be light as it was done after samples taken out
KIF12_063,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,25,LP.MF,167,135,,138,,,,,16.3,13.5,LW,brown goop,NA,,
KIF12_064,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,25,LP.MF,169,141,,146.5,,,,,15.2,15.7,RT,,NA,,
KIF12_065,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,25,LP.MF,162,138,,132.5,,,,,14,12.1,SC/MW,,NA,,
KIF12_072,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,159,132.5,,127.7,,,,,15,15,LW,,NA,,
KIF12_073,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,164,132.1,,136.1,,,,,15.6,12.4,SC,yellow green goo,NA,,
KIF12_074,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,163,136,,141.5,,,,,15.1,14.8,AB,,NA,,
KIF12_075,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,154,129.7,,134.9,,,,,11.8,10.2,MW,,NA,,
KIF12_076,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,113,96.2,,42,,,,,12.8,12,LW,,NA,,
KIF12_077,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,173,142.2,,157.2,,,,,16.1,12.2,SC,yellow green goo,NA,,
KIF12_078,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,113.2,94.1,,48.7,,,,,9.4,10.6,AB,green goop,NA,,
KIF12_079,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,162.3,139.8,,151.8,,,,,10.7,9.9,MW,big white chunks and goo,NA,,
KIF12_080,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,2,LP.MF,181,147.2,,159,,,,,16.6,16.7,LW,,NA,,
KIF12_081,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,2,LP.MF,168,140,,150,,,,,17,17.4,LW,,NA,,
KIF12_083,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,2,LP.MF,124.3,101.3,,62.6,,,,,11.7,9.9,AB,,NA,,
KIF12_084,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,2,LP.MF,140.5,118.3,,95,,,,,14,14.6,LW,,NA,,
KIF12_096,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,40,HP.MF,155.7,130.5,,115.8,,,,,14.9,11.9,AB,,NA,,
KIF12_098,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,40,HP.MF,147.7,124,,108,,,,,15,14.4,LW,,NA,,
KIF12_163,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,40,HP.MF,150.1,125.3,,102,,,,,15.3,13,LW,brownish goop,,,
KIF12_165,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,40,HP.MF,154.6,130.9,,138,,,,,13.6,11.3,MW,black lumps; goo,,,
KIF12_247,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,15,LP.LF,167,141,,173.1,,,,,17.5,14.3,AB,green/yellow goop,,,
KIF12_257,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,15,LP.LF,132.5,109.5,,75,,,,,12.3,13.2,LW,yellow-brown snot,,,
KIF12_258,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,15,LP.LF,159,130.3,,124.5,,,,,13.7,11.7,SC,yellow & green goop,,otoliths in halves,otoliths in halves
KIF12_261,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,15,LP.LF,131.7,105.1,,77,,,,,13.3,10.8,SC,yellow-greenish stuff,,,
KIF12_262,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,15,LP.LF,146.1,117.8,,106.7,,,,,14.2,11.9,SC,green goop,,,
KIF12_263,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,15,LP.LF,157,128,,117.8,,,,,11.4,12.8,AB,,,,
KIF12_315,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,15,LP.LF,141,118.8,,77,,,,,14,12.4,LW,brownish-green snot,,,
KIF12_317,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,15,LP.LF,114.8,96,,39,,,,,12.7,13.5,LW,,,,
KIF12_328,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,15,LP.LF,151,127,,121,,,,,14.2,12.4,LW,yellow snot,,,
KIF12_344,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,151.7,125.8,,117,,,,,14.8,12.2,LW,yellow snot,,,
KIF12_346,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,162,138,,128,,,,,13.6,12.3,RT,,,,
KIF12_347,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,159.5,136.3,,137.8,,,,,16.7,12.9,SC,CH. Shit,,,
KIF12_348,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,25,LP.MF,161,131.3,,138,,,,,16.2,17.1,LW,empty gut,,,
KIF12_349,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,25,LP.MF,164,137,,135.1,,,,,13.5,14.4,AB,CH. Shit,,,
KIF12_377,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,160.5,134.3,,12.56,,,,,16.6,14.3,AB,greenish brown goop,,,
KIF12_378,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,167.5,135.7,,143.05,,,,,17.5,17.4,AB,greenish brown goop,,,
KIF12_379,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,138,114.7,,86.67,,,,,12.2,13.4,AB,greenish brown goop,,,
KIF12_380,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,162,131.5,,139.91,,,,,16.8,15.2,AB,greenish brown goop,,,
KIF12_381,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,160,132.2,,133.1,,,,,15.4,14.9,AB,greenish brown goop,,,
KIF12_382,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,159,132.2,,141.81,,,,,19.4,15.1,AB,greenish brown goop,,,
KIF12_383,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,168,138.1,,138.35,,,,,15.5,13.5,AB,greenish brown goop,,,
KIF12_384,Chaetodontidae,Perciformes,Chaetodon,CH.ORNA,C,8,HP.LF,167,135.5,,158.87,,,,,15.6,13.1,AB,greenish brown goop,,,
PSEDIS001,,,Pseudanthias,PS.DISP,ZP,3,LP.MF,69.12,52.04,57.31,4.4,,,,,8.14,7.8,rowan.angeleen,NA,NA,NA,NA
PSEDIS002,,,Pseudanthias,PS.DISP,ZP,3,LP.MF,74.95,51.43,60.42,4.2,,,,,8.89,7.43,rowan.angeleen,NA,NA,NA,NA
PSEDIS003,,,Pseudanthias,PS.DISP,ZP,3,LP.MF,70.94,54.75,60.16,4.8,,,,,9.15,8.22,rowan.angeleen,NA,NA,NA,NA
PSEDIS004,,,Pseudanthias,PS.DISP,ZP,3,LP.MF,57.44,41.68,46.36,2.3,,,,,7.85,6.19,rowan.angeleen,NA,NA,NA,NA
PSEDIS005,,,Pseudanthias,PS.DISP,ZP,34,HP.LF,73.68,53.02,60.14,4.8,,,,,8.68,7.6,rowan.angeleen,NA,NA,NA,NA
PSEDIS006,,,Pseudanthias,PS.DISP,ZP,34,HP.LF,75.71,57.29,62.61,5.2,,,,,8.41,7.38,rowan.angeleen,NA,NA,NA,NA
PSEDIS007,,,Pseudanthias,PS.DISP,ZP,34,HP.LF,74.22,55.83,61.15,5,,,,,9.22,8.22,rowan.angeleen,NA,NA,NA,NA
PSEDIS008,,,Pseudanthias,PS.DISP,ZP,34,HP.LF,57.92,43.7,48.79,2.7,,,,,7.7,6.05,rowan.angeleen,NA,NA,NA,NA
PSEDIS010,,,Pseudanthias,PS.DISP,ZP,31,HP.HF,72.62,55.49,63.37,4.9,,,,,8.84,7.97,rowan.angeleen,NA,NA,NA,NA
PSEDIS011,,,Pseudanthias,PS.DISP,ZP,31,HP.HF,49.79,38.9,45.01,1.6,,,,,4.92,4.09,rowan.angeleen,NA,NA,NA,NA
PSEDIS015,,,Pseudanthias,PS.DISP,ZP,9,HP.MF,55.63,47.32,54.02,3.7,,,,,5.3,3.37,angeleen,NA,NA,NA,NA
PSEDIS016,,,Pseudanthias,PS.DISP,ZP,9,HP.MF,52.13,37.63,41.7,1.8,,,,,5.21,4.22,angeleen,NA,NA,NA,NA
PSEDIS017,,,Pseudanthias,PS.DISP,ZP,27,HP.HF,70.98,56.48,65.7,5.5,,,,,8.68,6.51,angeleen,NA,NA,NA,NA
PSEDIS018,,,Pseudanthias,PS.DISP,ZP,27,HP.HF,69.54,55.41,60.56,4,,,,,8.55,5.43,angeleen,NA,NA,NA,NA
PSEDIS019,,,Pseudanthias,PS.DISP,ZP,27,HP.HF,59.83,45.01,50.75,2.6,,,,,5.87,3.62,angeleen,NA,NA,NA,NA
PSEDIS020,,,Pseudanthias,PS.DISP,ZP,30,HP.HF,79.41,56.01,62.58,4.7,,,,,7.85,5.33,angeleen,NA,NA,NA,NA
PSEDIS021,,,Pseudanthias,PS.DISP,ZP,35,HP.LF,70.71,50.9,56.41,4.1,,,,,6.85,4.78,angeleen,NA,NA,NA,NA
PSEDIS022,,,Pseudanthias,PS.DISP,ZP,35,HP.LF,66.84,49.52,55.25,3.8,,,,,5.71,3.8,angeleen,NA,NA,NA,NA
PSEDIS023,,,Pseudanthias,PS.DISP,ZP,35,HP.LF,32.46,22.82,25.89,0.4,,,,,3.27,2.13,angeleen,NA,NA,NA,NA
PSEDIS024,,,Pseudanthias,PS.DISP,ZP,27,HP.HF,72.88,54.74,60.32,4.8,,,,,8.03,6.99,angeleen,NA,NA,NA,NA
PSEDIS025,,,Pseudanthias,PS.DISP,ZP,27,HP.HF,68.8,53.43,59.53,4.2,,,,,7.33,5.39,angeleen,NA,NA,NA,NA
PSEDIS026,,,Pseudanthias,PS.DISP,ZP,27,HP.HF,80.42,60.23,70.22,6.5,,,,,10.68,6.75,angeleen,NA,NA,NA,NA
PSEDIS027,,,Pseudanthias,PS.DISP,ZP,8,HP.LF,68.82,50.76,55.52,3.7,,,,,7.46,7.07,angeleen,NA,NA,NA,NA
PSEDIS028,,,Pseudanthias,PS.DISP,ZP,8,HP.LF,68.36,48.3,54.99,3.3,,,,,7.33,5.76,angeleen,NA,NA,NA,NA
PSEDIS029,,,Pseudanthias,PS.DISP,ZP,27,HP.HF,80.02,60.44,66.26,5.2,,,,,8.99,6.25,angeleen,NA,NA,NA,NA
PSEDIS030,,,Pseudanthias,PS.DISP,ZP,Site Not Certain,,48.13,36.6,40.42,1.2,,,,,4.82,2.76,angeleen,NA,NA,no label,no label
CHRVAN001,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,3,LP.MF,38.81,30.19,33.47,1.1,,,,,3.46,2.51,rowan.angeleen,NA,NA,NA,NA
KIF11_552,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,40,HP.MF,44.9,34.7,41,1.4,,,,,3.9,2.7,RT/Adrian?,digesting crustaceans,,"*, whole (drided)","*, whole (drided)"
KIF11_553,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,40,HP.MF,48,37.2,43,1.9,,,,,4.1,3.5,RT/Adrian?,crustaceans,,"*, whole","*, whole"
KIF11_557,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,40,HP.MF,26.8,20.5,23.4,0.2,,,,,3.2,3.2,RT/Adrian?,crustacean remains,,"*, whole","*, whole"
KIF11_582,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,40,HP.MF,45.8,39,42.8,1.7,,,,,3.7,3.4,RT/Adrian,tail broken,,,
KIF11_584,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,40,HP.MF,47.5,40.8,45.5,2.1,,,,,4,3.2,RT/Adrian,tail broken,,,
KIF11_585,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,40,HP.MF,38.4,34.8,37.2,1.5,,,,,3.6,3.4,RT/Adrian,tail broken,,,
KIF11_586,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,40,HP.MF,37.4,34.1,36.1,1.3,,,,,3.8,3.4,RT/Adrian,tail broken,,,
KIF11_587,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,40,HP.MF,46.6,38.3,42.7,1.8,,,,,3.7,3.3,RT/Adrian,tail broken,,,
KIF11_589,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,40,HP.MF,33.1,27.9,31.2,0.7,,,,,3.1,2.7,RT/Adrian,tail broken,,,
KIF11_590,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,40,HP.MF,33.5,28.1,31.3,0.6,,,,,3.4,2.9,RT/Adrian,,,,
KIF11_591,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,40,HP.MF,40.3,34.8,38.8,1.5,,,,,3.2,2.7,RT/Adrian,tail broken,,,
KIF11_592,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,40,HP.MF,41.2,33.9,37.9,1.4,,,,,3.4,3.2,RT/Adrian,,,,
KIF11_595,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,2,LP.MF,46.1,41.6,,1.8,,,,,3.4,2.1,RT/AO,whole stomach retained,,"tail broken, From between sites 2 and 24","tail broken, From between sites 2 and 24"
KIF11_596,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,2,LP.MF,45.9,34.3,39.5,1.7,,,,,4.2,2.7,RT/AO,whole stomach retained,,From between sites 2 and 24,From between sites 2 and 24
KIF11_597,Pomacentridae,Perciformes,Chromis,CH.VAND,ZP,2,LP.MF,47.4,37.4,40.7,1.8,,,,,3.7,3.4,RT/AO,whole stomach retained,,From between sites 2 and 24,From between sites 2 and 24
